,company_name,address,tel,mech
1575,พงศ์เจริญค้าไม้,644/4 หมู่ที่ 7 ถ.ลาดยาว-วังม้า ต.ลาดยาว อ.ลาดยาว จ.นครสวรรค์ 60150,056-271-278,มี
1576,หจก. โอฬารวัฒนะ,414 ถ.แสงราษฏรใต้ ต.ชุมแสง อ.ชุมแสง จ.นครสวรรค์ 60120,056-282-928,มี
1577,หจก. ศรีสยาม เพ้นท์,148/4-148/5 หมู่ที่ 3 ต.ปัว อ.ปัว จ.น่าน 55120,,ไม่มี
1578,หจก. ฮักโฮม เพ้นท์,184 หมู่ที่ 11 ต.กลางเวียง อ.เวียงสา จ.น่าน 55110,093-590-2282,มี
1579,ศรีอุดม,14 ถ.เจ้าฟ้า ต.ในเวียง อ.เมืองน่าน จ.น่าน 55000,,ไม่มี
1580,บริษัท แสงทอง ท็อป-วัน วัสดุก่อสร้าง จำกัด,124 หมู่ที่ 5 ต.เชียงกลาง อ.เชียงกลาง จ.น่าน 55160,054-794-075,ไม่มี
1581,หจก. ปิยาวัฒน์ 99,43/4 หมู่ที่ 5 ต.วรนคร อ.ปัว จ.น่าน 55120,054-054-122,ไม่มี
1582,ที.พี.เทเลคอม,70/2 หมู่ที่ 2 ถ.นวคร ต.ท่าวังผา อ.ท่าวังผา จ.น่าน 55140,054-799057,มี
1583,หจก. ศรีสมบูรณ์เพนต์น่าน,7/37-38 ถ.เจ้าฟ้า ต.ในเวียง อ.เมืองน่าน จ.น่าน 55000,095-832-9578,มี
1584,หจก. เวียงสาวัสดุภัณฑ์,407/12 หมู่ที่ 3 ต.กลางเวียง อ.เวียงสา จ.น่าน 55110,081-472-5343,มี
1585,ร้านทรัพย์เพิ่มพูนค้าวัสดุ,223 หมู่ที่ 9 ต.และ อ.ทุ่งช้าง จ.น่าน 55130,094-590-9091,มี
1586,หจก. รัชดาค้าไม้,248 หมู่ที่ 15 ต.เปือ อ.เชียงกลาง จ.น่าน 55160,054-797442,มี
1587,หจก. ไกรวินท์การค้า,181 หมู่ที่ 2 ต.ส้าน อ.เวียงสา จ.น่าน 55110,"062-951-4919, 062-895-3536",ไม่มี
1588,ร้าน เล่าเอี้ยงฮั้ว,273-275 หมู่ที่ 4 ถ.เจ้าฟ้า ต.กลางเวียง อ.เวียงสา จ.น่าน 55110,054-781249,มี
1589,หจก. ชินสุขเสริม,56 ถ.อนันตวรฤทธิเดช ต.ในเวียง อ.เมืองน่าน จ.น่าน 55000,054-710-665,มี
1590,หจก. ฉลองคอนกรีตอิฐโชว์,91/2 หมู่ที่ 13 ต.ท่าวังทอง อ.เมืองพะเยา จ.พะเยา 56000,054-484-626,มี
1591,ห้างหุ้นส่วนจำกัด สี่สอการค้า,52/1 หมู่ที่ 3 ต.เชียงบาน อ.เชียงคำ จ.พะเยา 56110,054-451424,มี
1592,หจก. เชียงคำอลูมิเนียม (2005),52 หมู่ที่ 3 ต.เชียงบาน อ.เชียงคำ จ.พะเยา 56110,054-882-293,ไม่มี
1593,หจก. ว่านทองพะเยา,209/1 หมู่ที่ 2 ถ.พะเยา-ป่าแดด ต.ท่าวังทอง อ.เมืองพะเยา จ.พะเยา 56000,"054-431-559, 054-431-177",มี
1594,หจก. วงศ์สถาพรชัย,384 หมู่ที่ 15 ต.หย่วน อ.เชียงคำ จ.พะเยา 56110,,ไม่มี
1595,หจก. ไฮเวย์ราม,238/15 ถ.พหลโยธิน ต.แม่ต๋ำ อ.เมืองพะเยา จ.พะเยา 56000,054-488-495,ไม่มี
1596,สินสุริยา,177 หมู่ที่ 9 ต.ดอกคำใต้ อ.ดอกคำใต้ จ.พะเยา 56120,,มี
1597,หจก. พะเยาใจสินค้าไม้,209 หมู่ 11 ต.แม่ปืม อ.เมืองพะเยา จ.พะเยา 56000,054-428490,มี
1598,ร้าน แสงทองพานิช,31/2 ถ.ประชาอุดรทิศ ต.เวียง อ.เมืองพะเยา จ.พะเยา 56000,054-431039,ไม่มี
1599,หจก. พิบูลย์กิจวัสดุ,74/23 ถ.ประตูชัย ต.เวียง อ.เมืองพะเยา จ.พะเยา 56000,"054-431577, 431235",มี
1600,คูรุ่งเรือง,325/1 หมู่ที่ 9 ต.นาปรัง อ.ปง จ.พะเยา 56140,054-497148,มี
1601,ณัฐพงษ์พานิช,172 หมู่ 2  ต.ดงสุวรรณ อ.ดอกคำใต้ จ.พะเยา 56120,"054-425185, 054-425657",มี
1602,บริษัท แม่ศรี 2016 จำกัด,38/7 ถ.สิงหวัฒน์ ต.ในเมือง อ.เมืองพิษณุโลก จ.พิษณุโลก 65000,081-785-8569,ไม่มี
1603,ร้าน ไทยดำรงค์พาณิชย์,781/8-10 ถ.บรมไตรโลกนารถ2 ต.ในเมือง อ.เมืองพิษณุโลก จ.พิษณุโลก 65000,"055-259153, 252224",มี
1604,ชัยพาณิชย์ ค้าวัสดุ,225 หมู่ที่ 4 ถ.ชาติตระการ-บ้านแพะ ต.ป่าแดง อ.ชาติตระการ จ.พิษณุโลก 65170,081-904-7514,มี
1605,ร้าน วัฒนาค้าวัสดุ,236/2 หมู่ที่ 22 ต.บ้านกลาง อ.วังทอง จ.พิษณุโลก 65220,055-989-056,มี
1606,เนินเพิ่มค้าวัสดุ,196 หมู่ที่ 3 ต.เนินเพิ่ม อ.นครไทย จ.พิษณุโลก 65120,088-273-7962,มี
1607,บริษัท อุ้ยเซ้งคอนสตรัคชั่น จำกัด,397/1 หมู่ที่ 3 ต.นครไทย อ.นครไทย จ.พิษณุโลก 65120,055-389-604,มี
1608,บริษัท โฮมเซรามิคไทล์ จำกัด,240 หมู่ที่ 11 ต.เนินเพิ่ม อ.นครไทย จ.พิษณุโลก 65120,055-389-604,มี
1609,หจก. ชัยรุจน์ วัสดุก่อสร้าง 2556,16 หมู่ที่ 11 ต.ชุมแสงสงคราม อ.บางระกำ จ.พิษณุโลก 65240,087-680-9900,ไม่มี
1610,นางสาว กุยฮวย แซ่จึง,176/1 หมู่ 7  ต.แก่งโสภา อ.วังทอง จ.พิษณุโลก 65220,089-708-7733,มี
1611,สินเพชรวัสดุก่อสร้าง,99/8 หมู่ที่ 6 ต.ดอนทอง อ.เมืองพิษณุโลก จ.พิษณุโลก 65000,,ไม่มี
1612,หจก. ส.สุนทร,332/1 หมู่ที่ 4 ต.บึงกอก อ.บางระกำ จ.พิษณุโลก 65140,053-371-392,มี
1613,หจก. เสาเอกซีเมนต์,362 ม.3 ต.อรัญญิก อ.เมืองพิษณุโลก จ.พิษณุโลก 65000,055-221921-5,มี
1614,หจก. ฟลุ๊ควัสดุก่อสร้าง,321 หมู่ที่ 2 ต.มะต้อง อ.พรหมพิราม จ.พิษณุโลก 65180,055-222317,มี
1615,เสริมทรัพย์,367 หมู่ที่ 4 ต.วัดโบสถ์ อ.วัดโบสถ์ จ.พิษณุโลก 65160,055-361-369,มี
1616,ห้างหุ้นส่วนจำกัด บ้านคลองค้าไม้,330/11 ถ.สีหราชเดโชชัย ต.ในเมือง อ.เมืองพิษณุโลก จ.พิษณุโลก 65000,055-259-218,ไม่มี
1617,บริษัท เคทีแอล กรุ๊ป 2019 จำกัด,242 หมู่ที่ 1 ต.ท่าทอง อ.เมืองพิษณุโลก จ.พิษณุโลก 65000,055-984-250,ไม่มี
1618,บริษัท ไทย-ไทย ต้นหว้า ค้าไม้ จำกัด,206/4 หมู่ที่ 6 ต.ท่าทอง อ.เมืองพิษณุโลก จ.พิษณุโลก 65000,055-282-206,มี
1619,หจก. ศรีสัจจะเจริญทรัพย์,153 หมู่ที่ 4 ถ.สิงห์วัฒน์ ต.บ้านหลุม อ.เมืองสุโขทัย จ.สุโขทัย 64000,055-613-129,ไม่มี
1620,หจก. ศรีสำโรงค้าไม้,50/1 หมู่ที่ 5 ต.คลองตาล อ.ศรีสำโรง จ.สุโขทัย 64120,055-628-263,ไม่มี
1621,หจก. เมืองทองโฮมโปร,2/2 หมู่ 1 ต.ปากแคว อ.เมืองสุโขทัย จ.สุโขทัย 64000,055-614441-2,มี
1622,บริษัท เตียเปงเซ้ง วัสดุ จำกัด,186/4-5 หมู่ที่ 7 ต.ธานี อ.เมืองสุโขทัย จ.สุโขทัย 64000,"055-611261, 612184",ไม่มี
1623,ร้าน ศรีสวรรค์ 2,68-69 ถ.เทศบาลดำริ ต.เมืองสวรรคโลก อ.สวรรคโลก จ.สุโขทัย 64110,055-641732,มี
1624,ไทยสมบูรณ์,83/7 หมู่ที่ 2  ต.บ้านกร่าง อ.กงไกรลาศ จ.สุโขทัย 64170,081-888-2805,มี
1625,หจก. ปลาเงินก่อสร้าง,477 หมู่ที่ 2 ต.ทุ่งเสลี่ยม อ.ทุ่งเสลี่ยม จ.สุโขทัย 64150,"098-272-3811, 082-886-5025",มี
1626,หจก. ศรีสำโรงชัยกิจ,76/3 หมู่ที่ 5 ต.วัดเกาะ อ.ศรีสำโรง จ.สุโขทัย 64120,055-681128,มี
